,year,region,location,adm,elem_0,prim_0,sec_0
133,2017,Amapá,Urbana,Municipal,20.400000000000002,24.900000000000002,--
134,2017,Amapá,Rural,Municipal,12.200000000000001,13.200000000000001,--
135,2017,Amapá,Total,Privada,13.4,20.2,29.1
136,2017,Amapá,Urbana,Privada,13.4,20.6,32.9
137,2017,Amapá,Rural,Privada,--,8.2,10.6
138,2017,Amapá,Total,Pública,17.900000000000002,21.7,29.2
139,2017,Amapá,Urbana,Pública,20.400000000000002,26.400000000000002,31.5
140,2017,Amapá,Rural,Pública,12,13.5,19.900000000000002
141,2017,Tocantins,Total,Total,18.5,22.2,25.400000000000002
142,2017,Tocantins,Urbana,Total,19,24.3,26.6
143,2017,Tocantins,Rural,Total,13.3,14.5,16.5
144,2017,Tocantins,Total,Federal,--,--,32.4
145,2017,Tocantins,Urbana,Federal,--,--,32.6
146,2017,Tocantins,Rural,Federal,--,--,31.8
147,2017,Tocantins,Total,Estadual,--,24.3,25
148,2017,Tocantins,Urbana,Estadual,--,26.1,26.400000000000002
149,2017,Tocantins,Rural,Estadual,--,14.700000000000001,14.5
150,2017,Tocantins,Total,Municipal,19.400000000000002,21.5,--
151,2017,Tocantins,Urbana,Municipal,20.3,24.3,--
152,2017,Tocantins,Rural,Municipal,13.3,14.200000000000001,--
153,2017,Tocantins,Total,Privada,14.4,19.5,26.400000000000002
154,2017,Tocantins,Urbana,Privada,14.4,19.3,26.2
155,2017,Tocantins,Rural,Privada,15,30.2,30.1
156,2017,Tocantins,Total,Pública,19.400000000000002,22.5,25.3
157,2017,Tocantins,Urbana,Pública,20.3,25.1,26.6
158,2017,Tocantins,Rural,Pública,13.3,14.3,16.1
159,2017,Nordeste,Total,Total,16.7,22.1,31.900000000000002
160,2017,Nordeste,Urbana,Total,17.2,24,32.2
161,2017,Nordeste,Rural,Total,15.3,18,27.3
162,2017,Nordeste,Total,Federal,17.1,24.5,28.900000000000002
163,2017,Nordeste,Urbana,Federal,17.1,25.7,28.900000000000002
164,2017,Nordeste,Rural,Federal,--,12.8,28.2
165,2017,Nordeste,Total,Estadual,10.5,27.400000000000002,32.4
166,2017,Nordeste,Urbana,Estadual,12.200000000000001,28.7,32.8
167,2017,Nordeste,Rural,Estadual,10.200000000000001,17.900000000000002,27.5
168,2017,Nordeste,Total,Municipal,17.8,22.400000000000002,25.6
169,2017,Nordeste,Urbana,Municipal,19.1,25.5,27.8
170,2017,Nordeste,Rural,Municipal,15.4,18.1,23.6
171,2017,Nordeste,Total,Privada,14.5,19,28.900000000000002
172,2017,Nordeste,Urbana,Privada,14.5,19.1,29.1
173,2017,Nordeste,Rural,Privada,15.8,15.700000000000001,23.8
174,2017,Nordeste,Total,Pública,17.8,22.900000000000002,32.2
175,2017,Nordeste,Urbana,Pública,19.1,26,32.7
176,2017,Nordeste,Rural,Pública,15.3,18,27.400000000000002
177,2017,Maranhão,Total,Total,16.8,21.5,32
178,2017,Maranhão,Urbana,Total,17.8,25.1,33
179,2017,Maranhão,Rural,Total,15.1,17.7,27.400000000000002
180,2017,Maranhão,Total,Federal,--,19.2,34.800000000000004
181,2017,Maranhão,Urbana,Federal,--,24.1,35.5
182,2017,Maranhão,Rural,Federal,--,12.8,32.2
183,2017,Maranhão,Total,Estadual,16.5,24.900000000000002,32.7
184,2017,Maranhão,Urbana,Estadual,--,33.3,33.8
185,2017,Maranhão,Rural,Estadual,16.5,17.6,27.7
186,2017,Maranhão,Total,Municipal,17.1,21.7,24.6
187,2017,Maranhão,Urbana,Municipal,18.8,26.2,27.1
188,2017,Maranhão,Rural,Municipal,14.9,17.7,21.7
189,2017,Maranhão,Total,Privada,15.9,19.3,24.1
190,2017,Maranhão,Urbana,Privada,15.6,19.5,24.6
191,2017,Maranhão,Rural,Privada,17.400000000000002,16.2,20
192,2017,Maranhão,Total,Pública,17.1,21.8,32.6
193,2017,Maranhão,Urbana,Pública,18.8,26.5,33.8
194,2017,Maranhão,Rural,Pública,14.9,17.7,27.7
195,2017,Piauí,Total,Total,16.9,20.7,29.5
196,2017,Piauí,Urbana,Total,18.6,23.7,29.7
197,2017,Piauí,Rural,Total,13.3,15.6,27
198,2017,Piauí,Total,Federal,--,--,31.5
199,2017,Piauí,Urbana,Federal,--,--,31.400000000000002
200,2017,Piauí,Rural,Federal,--,--,32.9
201,2017,Piauí,Total,Estadual,--,25.1,29.3
202,2017,Piauí,Urbana,Estadual,--,25.2,29.5
203,2017,Piauí,Rural,Estadual,--,15.6,26.8
204,2017,Piauí,Total,Municipal,17,20.3,22.900000000000002
205,2017,Piauí,Urbana,Municipal,19.3,24.400000000000002,22.900000000000002
206,2017,Piauí,Rural,Municipal,13.3,15.6,--
207,2017,Piauí,Total,Privada,16.4,20.5,30.8
208,2017,Piauí,Urbana,Privada,16.4,20.5,30.900000000000002
209,2017,Piauí,Rural,Privada,--,23.8,18.7
210,2017,Piauí,Total,Pública,17,20.7,29.400000000000002
211,2017,Piauí,Urbana,Pública,19.3,24.6,29.6
212,2017,Piauí,Rural,Pública,13.3,15.6,27.1
213,2017,Ceará,Total,Total,16.8,22.1,35
214,2017,Ceará,Urbana,Total,17,23.7,35.1
215,2017,Ceará,Rural,Total,16,17.8,32
216,2017,Ceará,Total,Federal,14,26.400000000000002,24.5
217,2017,Ceará,Urbana,Federal,14,26.400000000000002,24.900000000000002
218,2017,Ceará,Rural,Federal,--,--,21.3
219,2017,Ceará,Total,Estadual,11,26.5,35.800000000000004
220,2017,Ceará,Urbana,Estadual,12,30.7,36
221,2017,Ceará,Rural,Estadual,10.700000000000001,12.4,32.4
222,2017,Ceará,Total,Municipal,17.8,22.900000000000002,--
223,2017,Ceará,Urbana,Municipal,18.5,25.5,--
224,2017,Ceará,Rural,Municipal,16.1,18,--
225,2017,Ceará,Total,Privada,14.6,19.400000000000002,30
226,2017,Ceará,Urbana,Privada,14.6,19.400000000000002,30
227,2017,Ceará,Rural,Privada,12.1,9.1,20.7
228,2017,Ceará,Total,Pública,17.7,23,35.6
229,2017,Ceará,Urbana,Pública,18.5,25.7,35.800000000000004
230,2017,Ceará,Rural,Pública,16,17.900000000000002,32
231,2017,Rio Grande do Norte,Total,Total,17.2,22.6,32.8
232,2017,Rio Grande do Norte,Urbana,Total,17.5,23.8,32.9
233,2017,Rio Grande do Norte,Rural,Total,15.9,18.400000000000002,30.5
234,2017,Rio Grande do Norte,Total,Federal,21.2,20.6,35
235,2017,Rio Grande do Norte,Urbana,Federal,21.2,20.6,35.300000000000004
236,2017,Rio Grande do Norte,Rural,Federal,--,--,32.6
237,2017,Rio Grande do Norte,Total,Estadual,--,26.2,33.2
238,2017,Rio Grande do Norte,Urbana,Estadual,--,26.7,33.3
239,2017,Rio Grande do Norte,Rural,Estadual,--,18.900000000000002,30.1
240,2017,Rio Grande do Norte,Total,Municipal,18.900000000000002,22.900000000000002,--
241,2017,Rio Grande do Norte,Urbana,Municipal,20.1,25.3,--
242,2017,Rio Grande do Norte,Rural,Municipal,16.1,18.400000000000002,--
243,2017,Rio Grande do Norte,Total,Privada,13.700000000000001,19.3,29.5
244,2017,Rio Grande do Norte,Urbana,Privada,13.700000000000001,19.400000000000002,29.5
245,2017,Rio Grande do Norte,Rural,Privada,10,12.9,11.5
246,2017,Rio Grande do Norte,Total,Pública,18.900000000000002,23.7,33.4
247,2017,Rio Grande do Norte,Urbana,Pública,20.1,25.7,33.5
248,2017,Rio Grande do Norte,Rural,Pública,16.1,18.400000000000002,30.8
249,2017,Paraíba,Total,Total,17.1,21.1,28.400000000000002
250,2017,Paraíba,Urbana,Total,17.7,22.7,28.6
251,2017,Paraíba,Rural,Total,14.6,15.9,22.900000000000002
252,2017,Paraíba,Total,Federal,15.4,17.400000000000002,31.2
253,2017,Paraíba,Urbana,Federal,15.4,17.400000000000002,31.400000000000002
254,2017,Paraíba,Rural,Federal,--,--,26.7
255,2017,Paraíba,Total,Estadual,12.200000000000001,24.400000000000002,27.900000000000002
256,2017,Paraíba,Urbana,Estadual,6,24.900000000000002,28.2
257,2017,Paraíba,Rural,Estadual,12.8,19.400000000000002,22.8
258,2017,Paraíba,Total,Municipal,18.400000000000002,21,28.3
259,2017,Paraíba,Urbana,Municipal,19.900000000000002,24,28.3
260,2017,Paraíba,Rural,Municipal,14.6,15.6,--
261,2017,Paraíba,Total,Privada,14.9,19,30.7
262,2017,Paraíba,Urbana,Privada,14.9,19,30.7
263,2017,Paraíba,Rural,Privada,14.3,15,--
264,2017,Paraíba,Total,Pública,18.3,21.7,28.1
265,2017,Paraíba,Urbana,Pública,19.900000000000002,24.3,28.3
266,2017,Paraíba,Rural,Pública,14.6,15.9,22.900000000000002
267,2017,Pernambuco,Total,Total,16.2,23.3,34.5
268,2017,Pernambuco,Urbana,Total,16.4,24.400000000000002,35
269,2017,Pernambuco,Rural,Total,15.6,20,27.400000000000002
270,2017,Pernambuco,Total,Federal,--,29,19.3
271,2017,Pernambuco,Urbana,Federal,--,29,18
272,2017,Pernambuco,Rural,Federal,--,--,24.8
273,2017,Pernambuco,Total,Estadual,13.1,32.1,35.9
274,2017,Pernambuco,Urbana,Estadual,17.8,34.7,36.5
275,2017,Pernambuco,Rural,Estadual,12.6,20.5,27.7
276,2017,Pernambuco,Total,Municipal,18.2,24.3,27.5
277,2017,Pernambuco,Urbana,Municipal,19.1,26.5,27.3
278,2017,Pernambuco,Rural,Municipal,15.9,20,27.6
279,2017,Pernambuco,Total,Privada,14.200000000000001,18.5,29.400000000000002
280,2017,Pernambuco,Urbana,Privada,14.200000000000001,18.5,29.400000000000002
281,2017,Pernambuco,Rural,Privada,14.200000000000001,16.9,27.1
282,2017,Pernambuco,Total,Pública,18.1,25.3,35.2
283,2017,Pernambuco,Urbana,Pública,19.1,27.8,35.9
284,2017,Pernambuco,Rural,Pública,15.700000000000001,20.1,27.5
285,2017,Alagoas,Total,Total,17.400000000000002,25,33.9
286,2017,Alagoas,Urbana,Total,17.6,26.1,34.1
287,2017,Alagoas,Rural,Total,17,22.2,31.3
288,2017,Alagoas,Total,Federal,--,--,30.5
289,2017,Alagoas,Urbana,Federal,--,--,30.5
290,2017,Alagoas,Total,Estadual,15.6,28.8,35.300000000000004
291,2017,Alagoas,Urbana,Estadual,9.5,29.400000000000002,35.6
292,2017,Alagoas,Rural,Estadual,16.1,20.900000000000002,31.3
293,2017,Alagoas,Total,Municipal,19,26.2,--
294,2017,Alagoas,Urbana,Municipal,20.3,28.7,--
295,2017,Alagoas,Rural,Municipal,17.1,22.3,--
296,2017,Alagoas,Total,Privada,13.8,19.6,29.2
297,2017,Alagoas,Urbana,Privada,13.8,19.6,29.2
298,2017,Alagoas,Rural,Privada,13.700000000000001,16.8,--
299,2017,Alagoas,Total,Pública,19,26.5,34.9
300,2017,Alagoas,Urbana,Pública,20.3,28.8,35.1
301,2017,Alagoas,Rural,Pública,17.1,22.3,31.3
302,2017,Sergipe,Total,Total,17.400000000000002,22.6,30.400000000000002
303,2017,Sergipe,Urbana,Total,17.6,23.8,30.6
304,2017,Sergipe,Rural,Total,17,19.400000000000002,26.900000000000002
305,2017,Sergipe,Total,Federal,--,28.900000000000002,25.8
306,2017,Sergipe,Urbana,Federal,--,28.900000000000002,25.900000000000002
307,2017,Sergipe,Rural,Federal,--,--,25.7
308,2017,Sergipe,Total,Estadual,--,23.5,30.8
309,2017,Sergipe,Urbana,Estadual,--,23.900000000000002,31
310,2017,Sergipe,Rural,Estadual,--,16.5,27.2
311,2017,Sergipe,Total,Municipal,18.6,22.900000000000002,--
312,2017,Sergipe,Urbana,Municipal,19.400000000000002,26,--
313,2017,Sergipe,Rural,Municipal,17.1,19.6,--
314,2017,Sergipe,Total,Privada,15.3,20.900000000000002,29.3
315,2017,Sergipe,Urbana,Privada,15.4,21,29.3
316,2017,Sergipe,Rural,Privada,12.6,15.6,--
317,2017,Sergipe,Total,Pública,18.6,23.1,30.6
318,2017,Sergipe,Urbana,Pública,19.400000000000002,25.2,30.900000000000002
319,2017,Sergipe,Rural,Pública,17.1,19.400000000000002,26.900000000000002
320,2017,Bahia,Total,Total,16.5,21.5,29.8
321,2017,Bahia,Urbana,Total,17,23.400000000000002,30.2
322,2017,Bahia,Rural,Total,14.9,17.7,25
323,2017,Bahia,Total,Federal,--,27.8,27.8
324,2017,Bahia,Urbana,Federal,--,27.8,27.8
325,2017,Bahia,Rural,Federal,--,--,27.8
326,2017,Bahia,Total,Estadual,6.3,29.3,30.1
327,2017,Bahia,Urbana,Estadual,9,30.7,30.400000000000002
328,2017,Bahia,Rural,Estadual,5.9,14.5,24.7
329,2017,Bahia,Total,Municipal,17.6,21.6,25.900000000000002
330,2017,Bahia,Urbana,Municipal,19,24.5,29
331,2017,Bahia,Rural,Municipal,15.1,17.8,24
332,2017,Bahia,Total,Privada,14.1,18.3,28.400000000000002
333,2017,Bahia,Urbana,Privada,14.1,18.400000000000002,28.5
334,2017,Bahia,Rural,Privada,15.200000000000001,16.1,27.400000000000002
335,2017,Bahia,Total,Pública,17.5,22.2,30
336,2017,Bahia,Urbana,Pública,19,25.3,30.3
337,2017,Bahia,Rural,Pública,14.9,17.8,24.8
338,2017,Sudeste,Total,Total,15.9,24.2,31.2
339,2017,Sudeste,Urbana,Total,16,24.8,31.400000000000002
340,2017,Sudeste,Rural,Total,13.8,16,24.2
341,2017,Sudeste,Total,Federal,16.4,25.8,29.900000000000002
342,2017,Sudeste,Urbana,Federal,17.2,25.8,29.6
343,2017,Sudeste,Rural,Federal,9.8,--,31.3
344,2017,Sudeste,Total,Estadual,8.5,27.8,32.3
345,2017,Sudeste,Urbana,Estadual,8.700000000000001,28.2,32.6
346,2017,Sudeste,Rural,Estadual,8.2,17.900000000000002,23.7
347,2017,Sudeste,Total,Municipal,18.7,24.1,29.6
348,2017,Sudeste,Urbana,Municipal,18.900000000000002,25.2,30
349,2017,Sudeste,Rural,Municipal,14,15.5,17.2
350,2017,Sudeste,Total,Privada,12.200000000000001,20,26.400000000000002
351,2017,Sudeste,Urbana,Privada,12.200000000000001,20,26.400000000000002
352,2017,Sudeste,Rural,Privada,13,18.2,23.2
353,2017,Sudeste,Total,Pública,18.6,25.5,32.2
354,2017,Sudeste,Urbana,Pública,18.900000000000002,26.400000000000002,32.5
355,2017,Sudeste,Rural,Pública,13.9,15.9,24.3
356,2017,Minas Gerais,Total,Total,16,22.6,31.8
357,2017,Minas Gerais,Urbana,Total,16.2,23.900000000000002,32.1
358,2017,Minas Gerais,Rural,Total,12.5,13.5,24.5
359,2017,Minas Gerais,Total,Federal,14.9,26.1,29.400000000000002
360,2017,Minas Gerais,Urbana,Federal,14.9,26.1,28.8
361,2017,Minas Gerais,Rural,Federal,--,--,31.400000000000002
362,2017,Minas Gerais,Total,Estadual,9.6,26,32.6
363,2017,Minas Gerais,Urbana,Estadual,7.5,26.7,32.9
364,2017,Minas Gerais,Rural,Estadual,9.700000000000001,15.700000000000001,23.1
365,2017,Minas Gerais,Total,Municipal,16.9,20.7,26.900000000000002
366,2017,Minas Gerais,Urbana,Municipal,17.400000000000002,22.7,28.2
367,2017,Minas Gerais,Rural,Municipal,12.6,13.1,16
368,2017,Minas Gerais,Total,Privada,14,20.1,26.8
369,2017,Minas Gerais,Urbana,Privada,14,20.2,26.900000000000002
370,2017,Minas Gerais,Rural,Privada,12,12.200000000000001,24.5
371,2017,Minas Gerais,Total,Pública,16.9,23,32.4
372,2017,Minas Gerais,Urbana,Pública,17.400000000000002,24.6,32.7
373,2017,Minas Gerais,Rural,Pública,12.5,13.6,24.5
374,2017,Espírito Santo,Total,Total,15.9,23.1,31
375,2017,Espírito Santo,Urbana,Total,16.1,24.2,31.3
376,2017,Espírito Santo,Rural,Total,13.700000000000001,16.4,24.900000000000002
377,2017,Espírito Santo,Total,Federal,17,--,31.2
378,2017,Espírito Santo,Urbana,Federal,17,--,30.900000000000002
379,2017,Espírito Santo,Rural,Federal,--,--,32.4
380,2017,Espírito Santo,Total,Estadual,--,25.7,31.400000000000002
381,2017,Espírito Santo,Urbana,Estadual,--,26.5,31.7
382,2017,Espírito Santo,Rural,Estadual,--,19.400000000000002,23.7
383,2017,Espírito Santo,Total,Municipal,16.4,22.400000000000002,18.7
384,2017,Espírito Santo,Urbana,Municipal,16.6,23.900000000000002,--
385,2017,Espírito Santo,Rural,Municipal,13.700000000000001,15.9,18.7
386,2017,Espírito Santo,Total,Privada,12.8,22.5,28.2
387,2017,Espírito Santo,Urbana,Privada,12.8,22.400000000000002,28.8
388,2017,Espírito Santo,Rural,Privada,7.5,23,21.900000000000002
389,2017,Espírito Santo,Total,Pública,16.4,23.2,31.400000000000002
390,2017,Espírito Santo,Urbana,Pública,16.6,24.5,31.6
391,2017,Espírito Santo,Rural,Pública,13.700000000000001,16.3,26
392,2017,Rio de Janeiro,Total,Total,16.1,24,28.5
393,2017,Rio de Janeiro,Urbana,Total,16.3,24.400000000000002,28.7
394,2017,Rio de Janeiro,Rural,Total,14.4,19,23.5
395,2017,Rio de Janeiro,Total,Federal,17.2,25.8,28.7
396,2017,Rio de Janeiro,Urbana,Federal,17.2,25.8,28.7
397,2017,Rio de Janeiro,Rural,Federal,--,--,28.900000000000002
398,2017,Rio de Janeiro,Total,Estadual,9.700000000000001,28.8,28.900000000000002
399,2017,Rio de Janeiro,Urbana,Estadual,9.700000000000001,29,29.2
400,2017,Rio de Janeiro,Rural,Estadual,--,24,23.2
401,2017,Rio de Janeiro,Total,Municipal,19,26.1,28.5
402,2017,Rio de Janeiro,Urbana,Municipal,19.5,27,28.5
403,2017,Rio de Janeiro,Rural,Municipal,14.6,18.7,--
404,2017,Rio de Janeiro,Total,Privada,13.200000000000001,19.900000000000002,27
405,2017,Rio de Janeiro,Urbana,Privada,13.200000000000001,19.900000000000002,27.1
406,2017,Rio de Janeiro,Rural,Privada,12.3,18,23.7
407,2017,Rio de Janeiro,Total,Pública,18.900000000000002,26.400000000000002,28.900000000000002
408,2017,Rio de Janeiro,Urbana,Pública,19.5,27.2,29.2
409,2017,Rio de Janeiro,Rural,Pública,14.6,19,23.5
410,2017,São Paulo,Total,Total,15.9,25.2,32
411,2017,São Paulo,Urbana,Total,15.9,25.400000000000002,32.1
412,2017,São Paulo,Rural,Total,15.4,19.1,24.400000000000002
413,2017,São Paulo,Total,Federal,16.1,23.2,34.2
414,2017,São Paulo,Urbana,Federal,19.2,23.2,34.2
415,2017,São Paulo,Rural,Federal,9.8,--,--
416,2017,São Paulo,Total,Estadual,8,29,33.4
417,2017,São Paulo,Urbana,Estadual,8.5,29.2,33.5
418,2017,São Paulo,Rural,Estadual,5,20.3,24.5
419,2017,São Paulo,Total,Municipal,19.6,25.5,30.7
420,2017,São Paulo,Urbana,Municipal,19.7,25.8,30.8
421,2017,São Paulo,Rural,Municipal,15.8,18.7,19.8
422,2017,São Paulo,Total,Privada,11.5,19.900000000000002,25.8
423,2017,São Paulo,Urbana,Privada,11.5,19.900000000000002,25.900000000000002
424,2017,São Paulo,Rural,Privada,14.4,19.900000000000002,21.8
425,2017,São Paulo,Total,Pública,19.6,27,33.3
426,2017,São Paulo,Urbana,Pública,19.7,27.3,33.5
427,2017,São Paulo,Rural,Pública,15.6,19.1,24.5
428,2017,Sul,Total,Total,15.1,21.8,27.2
429,2017,Sul,Urbana,Total,15.200000000000001,23,27.6
430,2017,Sul,Rural,Total,12.3,13.8,20.6
431,2017,Sul,Total,Federal,11.1,27.1,29.2
432,2017,Sul,Urbana,Federal,11.1,27.1,29.1
433,2017,Sul,Rural,Federal,--,--,30.1
434,2017,Sul,Total,Estadual,12.5,23.2,26.8
