,year,region,location,adm,elem_1,elem_2,elem_3,elem_4,elem_5,prim_1,prim_2,prim_3,prim_4,prim_5,sec_1,sec_2,sec_3,sec_4,sec_5
28,2017,Norte,Urbana,Municipal,58.5,0.3,11,2.6,27.6,62.9,0.6,16.3,3.8000000000000003,16.4,58.9,0,22.6,3.2,15.3
29,2017,Norte,Rural,Municipal,33.5,0.2,8.3,1.7,56.300000000000004,24.5,0.2,24.400000000000002,2.3000000000000003,48.6,11.9,0,46.4,0,41.7
30,2017,Norte,Total,Privada,34.6,0.3,20.8,5.2,39.1,54.1,1.2,11.1,4.5,29.1,64,1.3,17.7,7.7,9.3
31,2017,Norte,Urbana,Privada,34.6,0.3,20.8,5.2,39.1,54.300000000000004,1.2,11.1,4.5,28.900000000000002,65.5,1.3,16.8,7.7,8.700000000000001
32,2017,Norte,Rural,Privada,36.1,0,32.8,0,31.1,44.5,0.3,13.1,4.3,37.800000000000004,35.300000000000004,1,34,9.200000000000001,20.5
33,2017,Norte,Total,Pública,52.5,0.3,10.4,2.4,34.4,48.300000000000004,0.4,21,3.9,26.400000000000002,61.7,0.6,25.7,8.8,3.2
34,2017,Norte,Urbana,Pública,58.5,0.3,11.1,2.7,27.400000000000002,64.1,0.6,18.8,4.7,11.8,61.7,0.7000000000000001,26,10.1,1.5
35,2017,Norte,Rural,Pública,33.2,0.2,8.3,1.7,56.6,25.5,0.2,24.2,2.6,47.5,61.5,0.3,24.6,4.1,9.5
36,2017,Rondônia,Total,Total,68.60000000000001,0.7000000000000001,11.700000000000001,2,17,63.5,1,22.400000000000002,2.7,10.4,55.7,1.5,36.2,4,2.6
37,2017,Rondônia,Urbana,Total,68.7,0.8,12,1.8,16.7,68.3,1.3,20.6,2.6,7.2,56,1.5,36.4,3.7,2.4
38,2017,Rondônia,Rural,Total,68.5,0.5,9.200000000000001,3.5,18.3,50.7,0.1,27.2,2.8000000000000003,19.2,53,1.5,34.6,6.3,4.6000000000000005
39,2017,Rondônia,Total,Federal,--,--,--,--,--,--,--,--,--,--,77.3,7.1000000000000005,7.8,5.1000000000000005,2.7
40,2017,Rondônia,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,78.5,6.4,8.8,3.3000000000000003,3
41,2017,Rondônia,Rural,Federal,--,--,--,--,--,--,--,--,--,--,74.5,8.5,5.6000000000000005,9,2.4
42,2017,Rondônia,Total,Estadual,75.4,3.5,12.3,0,8.8,58.7,1.4000000000000001,29,3.4,7.5,54.9,1.2,38.2,3.6,2.1
43,2017,Rondônia,Urbana,Estadual,76.8,3.6,12.5,0,7.1000000000000005,63.5,1.6,29.6,3.3000000000000003,2,55.2,1.3,38.2,3.4,1.9000000000000001
44,2017,Rondônia,Rural,Estadual,0,0,0,0,100,31.8,0.1,25.6,3.7,38.800000000000004,52.7,0.4,37.9,4.9,4.1
45,2017,Rondônia,Total,Municipal,79.2,0.8,7.8,1.8,10.4,67.9,0.5,19.1,2,10.5,--,--,--,--,--
46,2017,Rondônia,Urbana,Municipal,80.7,0.8,7.7,1.4000000000000001,9.4,76.2,0.8,13,1.7,8.3,--,--,--,--,--
47,2017,Rondônia,Rural,Municipal,69.8,0.6,8.4,3.6,17.6,56.2,0.2,27.8,2.5,13.3,--,--,--,--,--
48,2017,Rondônia,Total,Privada,37.800000000000004,0.4,23.1,2.8000000000000003,35.9,60.2,1.8,11.6,3.4,23,52.6,1.8,27.900000000000002,8.9,8.8
49,2017,Rondônia,Urbana,Privada,37.9,0.5,23,2.8000000000000003,35.800000000000004,60.4,1.8,11.5,3.3000000000000003,23,56.7,1.8,25.2,8.1,8.2
50,2017,Rondônia,Rural,Privada,33.3,0,33.3,0,33.4,52.1,0,16.3,8.4,23.2,33,1.6,41.1,12.700000000000001,11.6
51,2017,Rondônia,Total,Pública,79.10000000000001,0.8,7.9,1.7,10.5,63.800000000000004,0.9,23.5,2.6,9.200000000000001,55.9,1.5,36.9,3.6,2.1
52,2017,Rondônia,Urbana,Pública,80.60000000000001,0.9,7.8,1.4000000000000001,9.3,69.4,1.2,21.900000000000002,2.5,5,55.9,1.5,37.2,3.4,2
53,2017,Rondônia,Rural,Pública,69.60000000000001,0.6,8.4,3.6,17.8,50.7,0.1,27.3,2.8000000000000003,19.1,55.5,1.4000000000000001,33.8,5.5,3.8000000000000003
54,2017,Acre,Total,Total,48.300000000000004,0,12.3,1.8,37.6,43.300000000000004,0.7000000000000001,20.5,2.3000000000000003,33.2,47.7,1.2,33.2,4.6000000000000005,13.3
55,2017,Acre,Urbana,Total,59.6,0.1,13.5,2.2,24.6,66.7,1.2,17.7,3.1,11.3,61.6,1.6,25.8,5.4,5.6000000000000005
56,2017,Acre,Rural,Total,12.6,0,8.3,0.5,78.60000000000001,15.3,0.1,23.8,1.3,59.5,18.3,0.3,48.800000000000004,2.8000000000000003,29.8
57,2017,Acre,Total,Federal,33.3,0,33.3,0,33.4,83.7,0,0,6.7,9.6,74.2,9.9,5.8,7.8,2.3000000000000003
58,2017,Acre,Urbana,Federal,33.3,0,33.3,0,33.4,83.7,0,0,6.7,9.6,74.2,9.9,5.8,7.8,2.3000000000000003
59,2017,Acre,Total,Estadual,0,0,2.3000000000000003,0,97.7,50.9,0.9,21.400000000000002,2.7,24.1,46.300000000000004,0.9,34.7,4.6000000000000005,13.5
60,2017,Acre,Urbana,Estadual,--,--,--,--,--,72.10000000000001,1.3,17.5,3.3000000000000003,5.8,61.1,1.1,27.3,5.5,5
61,2017,Acre,Rural,Estadual,0,0,2.3000000000000003,0,97.7,20.400000000000002,0.2,26.900000000000002,1.9000000000000001,50.6,18.3,0.3,48.800000000000004,2.8000000000000003,29.8
62,2017,Acre,Total,Municipal,53,0.1,10,1.5,35.4,31,0.4,20.1,1.5,47,--,--,--,--,--
63,2017,Acre,Urbana,Municipal,66.9,0.1,10.4,1.9000000000000001,20.7,58.4,0.8,19.3,2.7,18.8,--,--,--,--,--
64,2017,Acre,Rural,Municipal,13.6,0,8.8,0.6,77,10.200000000000001,0.1,20.7,0.6,68.4,--,--,--,--,--
65,2017,Acre,Total,Privada,25.5,0,28.1,3.9,42.5,59,1.2,13.9,3.2,22.7,60.2,2.4,18.3,3,16.1
66,2017,Acre,Urbana,Privada,25.5,0,28.1,3.9,42.5,59,1.2,13.9,3.2,22.7,60.2,2.4,18.3,3,16.1
67,2017,Acre,Total,Pública,51.800000000000004,0,9.8,1.5,36.9,42.6,0.7000000000000001,20.8,2.2,33.7,47.2,1.1,33.8,4.7,13.200000000000001
68,2017,Acre,Urbana,Pública,66.9,0.1,10.4,1.9000000000000001,20.7,67.4,1.2,18.1,3.1,10.200000000000001,61.7,1.5,26.3,5.6000000000000005,4.9
69,2017,Acre,Rural,Pública,12.6,0,8.3,0.5,78.60000000000001,15.3,0.1,23.8,1.3,59.5,18.3,0.3,48.800000000000004,2.8000000000000003,29.8
70,2017,Amazonas,Total,Total,56.1,0.3,8.8,3.6,31.2,51.9,0.4,21.5,2.6,23.6,71.3,0.2,25.400000000000002,1.4000000000000001,1.7
71,2017,Amazonas,Urbana,Total,60.9,0.4,9.3,3.9,25.5,69.2,0.5,19.7,2.4,8.2,67.9,0.3,29.3,1.5,1
72,2017,Amazonas,Rural,Total,32.9,0.1,6.6000000000000005,2.2,58.2,21,0.1,24.7,2.9,51.300000000000004,77.4,0,18.400000000000002,1.2,3
73,2017,Amazonas,Total,Federal,--,--,--,--,--,97.7,0,0.5,1.8,0,71.60000000000001,4.8,6.3,16.1,1.2
74,2017,Amazonas,Urbana,Federal,--,--,--,--,--,97.7,0,0.5,1.8,0,71.4,4.8,5.7,16.9,1.2
75,2017,Amazonas,Rural,Federal,--,--,--,--,--,--,--,--,--,--,75.5,6.4,18.1,0,0
76,2017,Amazonas,Total,Estadual,72.7,0,9.1,18.2,0,70.7,0.2,25.400000000000002,0.7000000000000001,3,71.60000000000001,0.1,26,0.9,1.4000000000000001
77,2017,Amazonas,Urbana,Estadual,72.7,0,9.1,18.2,0,73.10000000000001,0.2,24.8,0.6,1.3,67.9,0.1,30.8,0.7000000000000001,0.5
78,2017,Amazonas,Rural,Estadual,--,--,--,--,--,52,0,30.2,1.7,16.1,77.60000000000001,0,18.3,1.2,2.9
79,2017,Amazonas,Total,Municipal,60.800000000000004,0.3,6.1000000000000005,3.3000000000000003,29.5,42.5,0.3,21.2,3.2,32.8,31.1,0,32.6,3.1,33.2
80,2017,Amazonas,Urbana,Municipal,68.4,0.4,6,3.7,21.5,69.10000000000001,0.6,18.1,3.4,8.8,45.1,0,28.6,4.5,21.8
81,2017,Amazonas,Rural,Municipal,33,0.1,6.2,2.2,58.5,17.7,0.1,24.1,3.1,55,0,0,41.7,0,58.300000000000004
82,2017,Amazonas,Total,Privada,38.2,0.4,19.400000000000002,4.5,37.5,56.300000000000004,1.4000000000000001,10,4.6000000000000005,27.7,64.8,1.3,19.5,5.8,8.6
83,2017,Amazonas,Urbana,Privada,38.300000000000004,0.4,19.2,4.5,37.6,56.300000000000004,1.4000000000000001,9.9,4.6000000000000005,27.8,65.1,1.4000000000000001,19,5.9,8.6
84,2017,Amazonas,Rural,Privada,25,0,50,0,25,52.6,0,35.1,0,12.3,45.2,0,46.800000000000004,0,8
85,2017,Amazonas,Total,Pública,60.800000000000004,0.3,6.1000000000000005,3.4,29.400000000000002,51.5,0.3,22.5,2.4,23.3,71.60000000000001,0.2,25.6,1.2,1.4000000000000001
86,2017,Amazonas,Urbana,Pública,68.4,0.4,6,3.7,21.5,71,0.4,21.1,2.1,5.4,68,0.3,29.900000000000002,1.3,0.5
87,2017,Amazonas,Rural,Pública,33,0.1,6.2,2.2,58.5,21,0.1,24.6,2.9,51.4,77.4,0,18.400000000000002,1.2,3
88,2017,Roraima,Total,Total,50.300000000000004,0.5,18.6,2.1,28.5,43.7,0.3,19.7,3.2,33.1,47.9,0.7000000000000001,27.2,4.5,19.7
89,2017,Roraima,Urbana,Total,53.9,0.4,21,1.9000000000000001,22.8,58.7,0.3,21.3,2.5,17.2,61.7,0.7000000000000001,27.7,3,6.9
90,2017,Roraima,Rural,Total,32.7,1,7.4,3.1,55.800000000000004,21.2,0.3,17.400000000000002,4.3,56.800000000000004,20.2,0.7000000000000001,26.1,7.4,45.6
91,2017,Roraima,Total,Federal,--,--,--,--,--,87.5,0,10.700000000000001,0,1.8,82.7,4.2,9.1,2.3000000000000003,1.7
92,2017,Roraima,Urbana,Federal,--,--,--,--,--,87.5,0,10.700000000000001,0,1.8,89.2,4,4.9,1.9000000000000001,0
93,2017,Roraima,Rural,Federal,--,--,--,--,--,--,--,--,--,--,69.2,4.7,17.8,3.3000000000000003,5
94,2017,Roraima,Total,Estadual,--,--,--,--,--,27.7,0.2,27.8,4.5,39.800000000000004,45.1,0.4,28.8,4.5,21.2
95,2017,Roraima,Urbana,Estadual,--,--,--,--,--,42.6,0.2,40.5,3.5,13.200000000000001,59.9,0.4,29.8,2.7,7.2
96,2017,Roraima,Rural,Estadual,--,--,--,--,--,13.4,0.2,15.5,5.5,65.4,17.7,0.4,27,7.8,47.1
97,2017,Roraima,Total,Municipal,55,0.6,18,2.4,24,59.800000000000004,0.5,11.8,1.5,26.400000000000002,--,--,--,--,--
98,2017,Roraima,Urbana,Municipal,61.5,0.4,21,2.2,14.9,73.10000000000001,0.4,6.9,1.3,18.3,--,--,--,--,--
99,2017,Roraima,Rural,Municipal,32.7,1,7.4,3.1,55.800000000000004,35.300000000000004,0.5,20.900000000000002,2,41.300000000000004,--,--,--,--,--
100,2017,Roraima,Total,Privada,35.9,0.4,20.8,1.4000000000000001,41.5,61,0.2,9.4,3.6,25.8,57,1.1,20.2,6.8,14.9
101,2017,Roraima,Urbana,Privada,35.9,0.4,20.8,1.4000000000000001,41.5,61,0.2,9.4,3.6,25.8,61.7,1.2,21.8,7.3,8
102,2017,Roraima,Rural,Privada,--,--,--,--,--,--,--,--,--,--,0,0,0,0,100
103,2017,Roraima,Total,Pública,55,0.6,18,2.4,24,42.1,0.3,20.7,3.2,33.7,47.300000000000004,0.7000000000000001,27.6,4.3,20.1
104,2017,Roraima,Urbana,Pública,61.5,0.4,21,2.2,14.9,58.300000000000004,0.3,23.3,2.3000000000000003,15.8,61.7,0.7000000000000001,28.3,2.6,6.7
105,2017,Roraima,Rural,Pública,32.7,1,7.4,3.1,55.800000000000004,21.2,0.3,17.400000000000002,4.3,56.800000000000004,20.5,0.7000000000000001,26.5,7.5,44.800000000000004
106,2017,Pará,Total,Total,44.7,0.2,13,2.5,39.6,45.5,0.5,18.400000000000002,4.9,30.7,60.6,0.6,17.7,18.900000000000002,2.2
107,2017,Pará,Urbana,Total,48.2,0.3,14.3,2.9,34.300000000000004,60,0.8,14.1,6.9,18.2,61.2,0.6,17.3,19,1.9000000000000001
108,2017,Pará,Rural,Total,33.9,0.1,9.1,1.3,55.6,25.8,0.2,24.400000000000002,2.3000000000000003,47.300000000000004,51.7,0.4,24,17.5,6.4
109,2017,Pará,Total,Federal,40,0,40,20,0,76.7,1.2,4.4,15.700000000000001,2,73.10000000000001,5.8,8.3,12,0.8
110,2017,Pará,Urbana,Federal,40,0,40,20,0,76.7,1.2,4.4,15.700000000000001,2,72.7,5.9,8.5,12.200000000000001,0.7000000000000001
111,2017,Pará,Rural,Federal,--,--,--,--,--,--,--,--,--,--,83.8,2.5,2.5,7.5,3.7
112,2017,Pará,Total,Estadual,0,0,0,71.4,28.6,63.9,0.5,11.6,20.5,3.5,59.5,0.4,18.3,20.5,1.3
113,2017,Pará,Urbana,Estadual,--,--,--,--,--,65,0.5,11,20.400000000000002,3.1,60,0.4,18,20.6,1
114,2017,Pará,Rural,Estadual,0,0,0,71.4,28.6,51.300000000000004,0.6,18.5,22.6,7,53.5,0.3,23.1,18,5.1000000000000005
115,2017,Pará,Total,Municipal,47.1,0.2,11.6,1.7,39.4,42.2,0.5,20.400000000000002,3,33.9,76.5,0,23.5,0,0
116,2017,Pará,Urbana,Municipal,52.7,0.2,12.6,1.9000000000000001,32.6,60.7,0.7000000000000001,15.9,4.1,18.6,91.2,0,8.8,0,0
117,2017,Pará,Rural,Municipal,33.9,0.1,9,1.2,55.800000000000004,25.3,0.2,24.5,1.9000000000000001,48.1,41.7,0,58.300000000000004,0,0
118,2017,Pará,Total,Privada,33.1,0.4,20.1,6,40.4,52.4,1.1,10.3,4.5,31.7,66.3,1.3,14.8,8.8,8.8
119,2017,Pará,Urbana,Privada,33,0.5,20.1,6,40.4,52.7,1.2,10.3,4.5,31.3,67.9,1.3,13.9,8.700000000000001,8.2
120,2017,Pará,Rural,Privada,48.4,0,22.6,0,29,30.8,0.5,11,3.9,53.800000000000004,21.900000000000002,1.4000000000000001,38.1,12.6,26
121,2017,Pará,Total,Pública,47,0.2,11.6,1.7,39.5,44.7,0.5,19.400000000000002,5,30.400000000000002,59.800000000000004,0.5,18.1,20.3,1.3
122,2017,Pará,Urbana,Pública,52.7,0.2,12.700000000000001,1.9000000000000001,32.5,61.6,0.7000000000000001,14.9,7.4,15.4,60.2,0.5,17.8,20.400000000000002,1.1
123,2017,Pará,Rural,Pública,33.8,0.1,9,1.3,55.800000000000004,25.8,0.2,24.400000000000002,2.3000000000000003,47.300000000000004,53.800000000000004,0.3,23,17.900000000000002,5
124,2017,Amapá,Total,Total,34.6,0.1,14.6,2.4,48.300000000000004,48.800000000000004,0.4,13.6,2.9,34.300000000000004,80.60000000000001,1.4000000000000001,11.5,4.1,2.4
125,2017,Amapá,Urbana,Total,38.800000000000004,0.1,16.9,2.1,42.1,55.6,0.5,13.200000000000001,3.2,27.5,81.60000000000001,1.5,10.3,4.4,2.2
126,2017,Amapá,Rural,Total,19.3,0.3,6.1000000000000005,3.6,70.7,33.1,0.3,14.5,2.2,49.9,72.8,0.7000000000000001,20.3,2.2,4
127,2017,Amapá,Total,Federal,--,--,--,--,--,--,--,--,--,--,78.10000000000001,2.7,7.3,11.200000000000001,0.7000000000000001
128,2017,Amapá,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,78.10000000000001,2.7,7.3,11.200000000000001,0.7000000000000001
129,2017,Amapá,Total,Estadual,12.5,3.1,0,6.3,78.10000000000001,58.7,0.6,13.200000000000001,3.2,24.3,80.9,1.5,11.3,4,2.3000000000000003
130,2017,Amapá,Urbana,Estadual,60,20,0,20,0,68.7,0.8,11.9,3.9,14.700000000000001,82,1.6,10,4.3,2.1
131,2017,Amapá,Rural,Estadual,3.7,0,0,3.7,92.60000000000001,41.300000000000004,0.3,15.4,2.1,40.9,72.8,0.7000000000000001,20.900000000000002,2,3.6
132,2017,Amapá,Total,Municipal,33.7,0.1,10.700000000000001,2.8000000000000003,52.7,32,0.2,14.9,2.6,50.300000000000004,--,--,--,--,--
133,2017,Amapá,Urbana,Municipal,39.2,0,12.5,2.5,45.800000000000004,37.7,0.2,15.700000000000001,2.7,43.7,--,--,--,--,--
134,2017,Amapá,Rural,Municipal,20.5,0.3,6.6000000000000005,3.6,69,17.8,0.2,13,2.4,66.6,--,--,--,--,--
135,2017,Amapá,Total,Privada,37.800000000000004,0,24,1.4000000000000001,36.800000000000004,61.4,0.3,11,2,25.3,79.10000000000001,0,14.200000000000001,2.5,4.2
136,2017,Amapá,Urbana,Privada,37.800000000000004,0,24,1.4000000000000001,36.800000000000004,61.1,0.4,11.1,2,25.400000000000002,79.9,0,14,2.3000000000000003,3.8000000000000003
137,2017,Amapá,Rural,Privada,--,--,--,--,--,73.3,0,9.200000000000001,3.1,14.4,73.2,0,15.1,3.9,7.8
138,2017,Amapá,Total,Pública,33.2,0.2,10.4,2.9,53.300000000000004,47.4,0.4,13.9,3,35.300000000000004,80.7,1.6,11.200000000000001,4.3,2.2
139,2017,Amapá,Urbana,Pública,39.4,0.1,12.4,2.6,45.5,54.7,0.5,13.6,3.4,27.8,81.8,1.7,9.9,4.6000000000000005,2
140,2017,Amapá,Rural,Pública,19.3,0.3,6.1000000000000005,3.6,70.7,32.7,0.3,14.5,2.2,50.300000000000004,72.8,0.7000000000000001,20.900000000000002,2,3.6
141,2017,Tocantins,Total,Total,46.7,0.2,13.4,5.2,34.5,48.4,0.3,25.3,5.5,20.5,46.5,0.6,42.300000000000004,5.3,5.3
142,2017,Tocantins,Urbana,Total,47.5,0.1,13.6,5.3,33.5,55,0.4,24.7,5.6000000000000005,14.3,49.2,0.6,41.9,5.1000000000000005,3.2
143,2017,Tocantins,Rural,Total,33.6,1.6,9.1,3,52.7,23.8,0,27.400000000000002,5.2,43.6,27.3,0.6,45.1,6.3,20.7
144,2017,Tocantins,Total,Federal,--,--,--,--,--,--,--,--,--,--,64.7,6,9.700000000000001,16.9,2.7
145,2017,Tocantins,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,59.4,6.7,5.9,25.3,2.7
146,2017,Tocantins,Rural,Federal,--,--,--,--,--,--,--,--,--,--,75.3,4.4,17.400000000000002,0,2.9
147,2017,Tocantins,Total,Estadual,42.6,0,36.2,4.3,16.9,49.300000000000004,0.4,34.300000000000004,5.3,10.700000000000001,45.4,0.3,44.800000000000004,4.6000000000000005,4.9
148,2017,Tocantins,Urbana,Estadual,42.6,0,36.2,4.3,16.9,54.300000000000004,0.5,36.2,4.7,4.3,48.6,0.3,44.4,4.2,2.5
149,2017,Tocantins,Rural,Estadual,--,--,--,--,--,23.400000000000002,0.1,24.6,8.3,43.6,21.6,0.2,48.300000000000004,7.1000000000000005,22.8
150,2017,Tocantins,Total,Municipal,50.6,0.2,11.200000000000001,4.2,33.8,48.2,0.2,21.6,5.4,24.6,--,--,--,--,--
151,2017,Tocantins,Urbana,Municipal,51.9,0,11.4,4.3,32.4,57.9,0.2,18.8,5.9,17.2,--,--,--,--,--
152,2017,Tocantins,Rural,Municipal,34.2,1.6,8.5,3,52.7,23.400000000000002,0,28.6,4.2,43.800000000000004,--,--,--,--,--
153,2017,Tocantins,Total,Privada,32.1,0.1,20.6,8.9,38.300000000000004,46.5,0.8,16.5,6.7,29.5,53.2,1.4000000000000001,25.2,8.3,11.9
154,2017,Tocantins,Urbana,Privada,32.2,0.1,20.5,9,38.2,46.1,0.8,16.6,6.7,29.8,53.1,1.5,24.900000000000002,8.700000000000001,11.8
155,2017,Tocantins,Rural,Privada,0,0,50,0,50,67,0,7,4.3,21.7,54.9,0,31.400000000000002,0,13.700000000000001
156,2017,Tocantins,Total,Pública,50.5,0.2,11.4,4.2,33.7,48.6,0.3,26.3,5.4,19.400000000000002,46,0.5,43.6,5,4.9
157,2017,Tocantins,Urbana,Pública,51.800000000000004,0,11.700000000000001,4.3,32.2,56.4,0.3,25.900000000000002,5.4,12,48.9,0.5,43.300000000000004,4.8,2.5
158,2017,Tocantins,Rural,Pública,34.2,1.6,8.5,3,52.7,23.400000000000002,0,27.6,5.2,43.800000000000004,26.5,0.6,45.5,6.5,20.900000000000002
159,2017,Nordeste,Total,Total,38.2,0.3,11.200000000000001,2.7,47.6,38.800000000000004,0.6,24,4.5,32.1,50.5,1.3,31.6,7.6000000000000005,9
160,2017,Nordeste,Urbana,Total,39.6,0.3,11.4,3.1,45.6,43.6,0.8,23,5.6000000000000005,27,51.5,1.3,31.2,7.7,8.3
161,2017,Nordeste,Rural,Total,33.6,0.3,10.5,1.4000000000000001,54.2,27.3,0.3,26.400000000000002,2,44,38.2,0.9,37.2,6.4,17.3
162,2017,Nordeste,Total,Federal,70.3,2.7,10.8,10.8,5.4,79.60000000000001,3.1,6.3,7.7,3.3000000000000003,66.9,6.6000000000000005,5.8,18.2,2.5
163,2017,Nordeste,Urbana,Federal,70.3,2.7,10.8,10.8,5.4,80.60000000000001,3.4,4.9,8.5,2.6,66.1,6.3,5.3,19.7,2.6
164,2017,Nordeste,Rural,Federal,--,--,--,--,--,70.10000000000001,0,20.7,0,9.200000000000001,71.60000000000001,8.5,8.700000000000001,9.3,1.9000000000000001
165,2017,Nordeste,Total,Estadual,13,0,6.1000000000000005,5.5,75.4,54.7,1,25.6,6.5,12.200000000000001,49.7,1,34.2,7.3,7.8
166,2017,Nordeste,Urbana,Estadual,34.7,0,13.3,1,51,58.6,1.1,26.400000000000002,6.8,7.1000000000000005,50.7,1,33.8,7.4,7.1000000000000005
167,2017,Nordeste,Rural,Estadual,8.4,0,4.5,6.5,80.60000000000001,25.1,0.6,19.7,3.8000000000000003,50.800000000000004,37.4,0.5,39.1,6.2,16.8
168,2017,Nordeste,Total,Municipal,44.1,0.3,11.200000000000001,2.7,41.7,38,0.5,27,4.7,29.8,21,0.5,35,5.6000000000000005,37.9
169,2017,Nordeste,Urbana,Municipal,48.5,0.4,11.5,3.2,36.4,44.7,0.7000000000000001,27.2,6.5,20.900000000000002,27.2,0.8,38,4.4,29.6
170,2017,Nordeste,Rural,Municipal,34.300000000000004,0.3,10.700000000000001,1.4000000000000001,53.300000000000004,27.400000000000002,0.3,26.8,2,43.5,15.6,0.2,32.3,6.7,45.2
